»ùÒò,±àºÅ,z
HIC2,5595,2.54396
C7orf13,1651,2.542774
TMEM173,13599,2.541921
IVL,6252,2.537987
PPP1R14B,10220,2.535898
CNOT8,2649,2.53521
CCND2,2027,2.532443
ENPP7P13,3980,2.532238
MRPS6,8230,2.531604
CHAF1B,2381,2.531089
SPATA5L1,12614,2.52919
ALDH5A1,438,2.526944
HDGF,5520,2.526916
GAS7,4897,2.526077
CYP4X1,3119,2.526022
PIP5K1C,9844,2.525562
NADSYN1,8485,2.525289
DHODH,3359,2.524816
CEP128,2294,2.523231
PALM2,9362,2.523163
ZNF853,15571,2.522682
CLSTN3,2587,2.522202
PIGK,9796,2.521602
TNFAIP1,13770,2.520661
UVRAG,14537,2.520265
LRRC57,7419,2.520071
HDHD3,5525,2.520038
FAM8A1,4394,2.519563
LOC105376064,7215,2.5178
MRPS18A,8210,2.513145
SLC25A24,12103,2.513122
TMEM134,13563,2.511677
MX2,8361,2.510701
TRAK1,13936,2.510588
TPRN,13903,2.507676
RNF185,11214,2.507169
RAB15,10700,2.505366
CDKL5,2223,2.504581
KCTD5,6431,2.503561
ANKDD1A,539,2.500968
WBP2,14687,2.498449
ZCCHC2,14974,2.497861
BCAT2,1209,2.497848
CDC42BPB,2150,2.497654
SYP,13046,2.497372
GTF3C3,5391,2.49425
ADAMTSL1,227,2.494161
HCRTR1,5504,2.492899
RPA3,11279,2.492134
ATP6V1F,1060,2.491803
ATG13,972,2.491397
RINL,11131,2.48996
PPP3R2,10268,2.489007
MAP1LC3A,7611,2.488554
CEP112,2291,2.488348
NCDN,8559,2.488182
OR5L2,9220,2.487197
SARM1,11582,2.487162
ALG2,453,2.483006
IFIT5,5952,2.482998
LINC00265,6927,2.481934
RPTOR,11420,2.481331
PSPH,10530,2.480385
KIAA0319,6473,2.480157
DHX33,3380,2.479432
DAZAP1,3163,2.478453
FBXO36,4486,2.476564
FBXO41,4490,2.476314
FAM219A,4331,2.47556
CDC23,2140,2.474481
TIMM17B,13433,2.474159
PLLP,9971,2.47365
RFPL1,11029,2.473616
TCEA2,13233,2.473285
MARK4,7697,2.473222
C16orf45,1478,2.472921
NHLRC2,8751,2.471053
ILF2,6060,2.470008
PPP1R9B,10247,2.46987
AADAT,10,2.468262
RSL1D1,11456,2.467518
FAM24B,4346,2.464783
TIMM44,13439,2.463394
CHEK2,2403,2.46271
FBXL19,4459,2.462226
C2orf54,1594,2.461967
SERTAD4-AS1,11830,2.458788
MLLT6,8031,2.458727
SLC35G3,12197,2.454809
PAQR4,9386,2.454515
SLC22A7,12079,2.453604
ATXN7L3B,1092,2.453271
KBTBD4,6334,2.452475
KIAA1191,6491,2.450291
HARS2,5467,2.449952
PPP4C,10269,2.449547
UBAP2,14289,2.448158
MGMT,7936,2.447795
YIPF3,14865,2.446165
USP51,14513,2.445859
KLHL24,6596,2.444801
EVI5,4121,2.444425
OXLD1,9294,2.444173
SLC39A3,12220,2.444132
SORCS2,12545,2.439036
GINS3,5017,2.438846
STOM,12897,2.436641
PSMD13,10507,2.436266
CSMD3,2943,2.436241
TMEM80,13723,2.434981
EDF1,3748,2.434099
STMN3,12893,2.432771
NDST2,8598,2.432476
NPHP4,8903,2.430934
PTMS,10570,2.430098
NHP2,8754,2.430032
SLC6A15,12270,2.429605
TMEM201,13629,2.42958
SLC25A45,12123,2.429377
LMBRD1,7083,2.428689
TEX13B,13322,2.428398
GIT1,5020,2.428323
C9orf62,1682,2.428227
NKAPD1,8787,2.427474
FLRT1,4633,2.427444
TRABD2B,13921,2.427324
NKAP,8786,2.426834
DLK2,3441,2.426197
CCDC106,1901,2.425716
B3GNT4,1128,2.424891
MYADM,8368,2.422328
UQCC2,14440,2.420831
CAMSAP2,1783,2.420482
PLAGL2,9901,2.419568
TTLL11,14179,2.416804
PPFIA4,10171,2.416788
MAPK8IP1P2,7664,2.416768
GORASP2,5166,2.416461
DNAJB12,3482,2.415288
RETREG2,11011,2.415032
FBXO24,4476,2.41497
CBFA2T2,1868,2.414073
POFUT2,10066,2.412364
AP5Z1,664,2.412252
CKMT2-AS1,2509,2.412228
C12orf49,1456,2.41114
RGS8,11075,2.41099
PCDHGC5,9498,2.410541
FUCA2,4762,2.408781
SMCO2,12366,2.408389
UBTD1,14358,2.407946
FAM57A,4366,2.407286
PIK3R2,9820,2.406781
TIA1,13413,2.406214
ALG1L,452,2.405632
COL13A1,2700,2.40491
AGRN,351,2.404347
CHPF2,2434,2.403496
PEX7,9671,2.401514
C1orf94,1561,2.401386
FGFR4,4569,2.400605
WDHD1,14695,2.400538
BRAP,1348,2.39976
CHAF1A,2380,2.398983
SDHB,11700,2.398749
METTL27,7876,2.397799
C21orf2,1570,2.397656
THRB,13403,2.397264
APEX1,679,2.395484
COX14,2791,2.394954
TYSND1,14266,2.393073
C12orf66,1461,2.392022
ZNF582,15385,2.391821
ZW10,15624,2.39177
EPC2,4004,2.391762
TOMM40,13836,2.39044
PHF8,9740,2.389583
HIKESHI,5604,2.388955
RIPOR1,11140,2.388875
POLR1D,10093,2.388592
MTHFR,8304,2.388569
CCM2L,2020,2.388495
NSDHL,8990,2.388375
FEN1,4531,2.386076
RPRD1A,11365,2.385109
CLPTM1L,2583,2.384783
VCX2,14571,2.383193
CXXC5,3064,2.382906
IL34,6050,2.381566
PRRG3,10442,2.381447
CENPK,2277,2.379733
ANKRD39,587,2.379525
DCTN3,3218,2.37944
TRIP12,14024,2.37907
CLEC16A,2541,2.376402
MAP2K2,7617,2.375934
PIN4,9830,2.375249
GABRG1,4836,2.374815
ZNF277,15193,2.374353
WDR20,14704,2.373847
DIDO1,3397,2.372233
NEBL-AS1,8653,2.372003
B9D2,1146,2.371958
PNPLA2,10050,2.371851
ZNF416,15265,2.370397
GGACT,4978,2.36991
CARD17,1815,2.369894
ZNF527,15339,2.369515
ABHD13,66,2.368695
ZNF226,15160,2.368351
RNF220,11230,2.367965
DZANK1,3705,2.365648
TRIM25,13983,2.364973
LOC729080,7313,2.363702
CENPV,2286,2.361503
FLOT2,4632,2.361159
LOC101929384,7196,2.359792
ZNF223,15157,2.357938
TRIM13,13973,2.357861
NTNG1,9027,2.357632
LHX2,6887,2.356766
GDNF,4946,2.356607
RPRM,11368,2.354545
VPS16,14611,2.353987
IGFBPL1,5996,2.352505
FAM178B,4282,2.351789
CARMIL2,1824,2.35148
ADIPOR1,278,2.350416
EPB41L4A,3998,2.349958
ACADSB,105,2.349722
GSTA4,5355,2.348482
OXER1,9293,2.347633
MRM1,8144,2.345776
BCL11A,1217,2.345627
LMTK3,7098,2.34483
CCDC74B,1981,2.344759
CCDC14,1922,2.343152
CDIP1,2190,2.342418
JAK3,6265,2.341292
MPPED2,8120,2.340253
DCUN1D1,3223,2.340078
CFDP1,2359,2.339143
PEMT,9645,2.337465
IMPA1P1,6072,2.337305
LINC01664,7033,2.336621
CD109,2074,2.333438
NEPRO,8692,2.333342
AK8,389,2.331576
OR5V1,9221,2.331528
CRYBB3,2914,2.330031
UBL7,14342,2.330019
MLLT1,8027,2.330006
SPHK2,12642,2.329678
UQCR10,14442,2.329568
STAT6,12857,2.328552
LINC02249,7054,2.328419
B3GLCT,1126,2.328125
SAP18,11572,2.327829
FAM153A,4254,2.327705
DSCR9,3628,2.327279
LOC101930085,7197,2.326982
ERO1A,4079,2.326909
LHFPL4,6882,2.326566
RALGPS1,10802,2.325377
CTRB1,3003,2.325066
HSPB9,5863,2.324852
SNAP29,12430,2.324676
NECAP1,8657,2.32433
SRCAP,12715,2.322004
MCU,7774,2.320004
RACGAP1,10769,2.318375
PSMB3,10489,2.316863
PDP2,9608,2.315973
TRIM68,14013,2.315326
PHF20L1,9732,2.314183
SAP130,11571,2.31411
SRC,12714,2.311617
GPR61,5257,2.310827
PRSS55,10460,2.310677
LAMB2P1,6764,2.310666
SERPINI2,11825,2.309937
SAP30BP,11575,2.309202
GRAMD1C,5285,2.30909
ANXA7,634,2.307717
MON1B,8078,2.306527
PHF12,9726,2.305991
HMX1,5734,2.3057
C21orf58,1572,2.30421
DNAJC14,3496,2.303705
PDGFB,9582,2.303691
SLC38A1,12205,2.302911
PIM2,9826,2.302869
EFL1P1,3786,2.302191
FANCD2,4411,2.301281
NEK4,8676,2.300302
RAB11FIP3,10694,2.300249
KDM4A,6447,2.298443
LINGO3,7062,2.298417
FAM95A,4400,2.298372
ATG9A,985,2.296635
EPHA10,4009,2.295589
IDE,5920,2.294997
CD8A,2126,2.294796
NAA10,8458,2.294068
TDRP,13288,2.29342
GPKOW,5204,2.293408
ZDHHC24,15000,2.292648
GLRA2,5061,2.291648
MUC5AC,8345,2.29055
HERC1,5556,2.289731
RPRML,11369,2.289616
ARHGAP27P2,761,2.289032
CDKN1B,2225,2.288295
QTRT2,10683,2.28726
CCL28,2018,2.286793
LOC730098,7322,2.28612
ABCF1,54,2.285459
XYLT1,14845,2.283133
TREML1,13961,2.28181
TRAF2,13924,2.281678
ATAD1,949,2.280459
ZMYM1,15085,2.280423
LPCAT4,7346,2.279649
LPXN,7353,2.278644
SNPH,12468,2.277641
SLC35G6,12199,2.277409
MAMLD1,7588,2.276745
RRS1,11449,2.274817
SLITRK1,12320,2.27449
SLC12A6,12027,2.274298
OR2H1,9197,2.273692
CLCN6,2523,2.273457
ETFRF1,4107,2.270604
DMXL2,3464,2.270078
MAFK,7558,2.26964
SORBS3,12543,2.269233
CCDC86,1991,2.268078
C2orf50,1593,2.267925
NRAS,8956,2.266888
ZWINT,15626,2.26617
MGLL,7934,2.265663
CASC3,1836,2.265263
TIMM10,13429,2.264979
CCDC87,1992,2.263629
ARPC4,863,2.262784
DCUN1D4,3226,2.262028
GSK3A,5346,2.26165
NRN1,8976,2.260442
PARVB,9419,2.2586
CARNMT1,1827,2.258223
DRC1,3616,2.25782
SNIP1,12463,2.256811
UBAP2L,14290,2.255274
ASNA1,930,2.254774
SEMA3E,11763,2.254381
EIF2AK3,3830,2.25404
CGB1,2368,2.253055
TRIM62,14009,2.251741
ST6GALNAC6,12818,2.251038
DCD,3198,2.25025
HIST1H3D,5649,2.249602
POLDIP3,10078,2.249335
MAGOH,7573,2.248136
SFXN3,11880,2.24772
SEC14L2,11715,2.247577
JCAD,6275,2.246694
USP3,14488,2.246126
SPAST,12602,2.244653
SEC24B-AS1,11727,2.243852
TUBG1,14216,2.243349
RAD23B,10776,2.241895
PPP2R5C,10261,2.240334
VRK1,14639,2.23981
MAN2A1,7595,2.239006
SLC22A18AS,12073,2.23769
MED22,7814,2.237409
C9orf64,1683,2.236617
TUBB3,14208,2.236161
CASP2,1845,2.235957
NIFK,8760,2.235002
PIK3IP1,9818,2.233681
FBXO3,4480,2.233209
CA8,1698,2.23316
SLC25A53,12132,2.232389
TEX10,13321,2.231348
CA7,1697,2.231265
SF3A2,11856,2.231118
SPIN3,12650,2.230726
HARBI1,5465,2.230373
USP35,14497,2.229614
MAPK8IP2,7665,2.229438
ASAP2,896,2.229425
PPP1R16A,10224,2.228185
RMI1,11156,2.227159
NOP14-AS1,8864,2.226752
MYL3,8401,2.226085
IPCEF1,6140,2.225287
KRTAP4-1,6714,2.224671
EFTUD2,3798,2.223651
PLXND1,10007,2.22311
KLHL21,6594,2.22303
UBR4,14355,2.22243
ITPKB,6241,2.221898
FHL2,4577,2.22064
DRG2,3621,2.220496
INPP5D,6106,2.219896
SSNA1,12780,2.219826
KIAA1551,6503,2.219604
ZNF581,15384,2.219595
SH3GL2,11923,2.219289
NSUN2,9003,2.219275
TBC1D13,13170,2.218712
KLF1,6561,2.218318
RTL5,11480,2.216337
STPG1,12904,2.215459
PCDHA11,9471,2.215115
UBE2N,14317,2.215102
ECT2,3741,2.214435
CCS,2056,2.214423
FLJ37035,4624,2.213274
SNHG28,12459,2.211629
AMMECR1,500,2.211025
POU2F2,10145,2.211012
MID1IP1,7959,2.210063
ZHX2,15062,2.209158
IKZF4,6019,2.209127
TMEM129,13555,2.20901
SEC61A1,11732,2.208875
CABP5,1709,2.207106
UTP4,14532,2.206705
RASGEF1A,10856,2.206608
SLC44A2,12235,2.205934
VPS13D,14610,2.204814
ZNF157,15123,2.204408
MBL1P,7727,2.203497
ARHGAP24,755,2.201586
HMGB3P1,5717,2.200728
CBR1,1877,2.199759
THSD4,13405,2.197993
ARHGDIG,780,2.19752
NAGLU,8490,2.197478
MEA1,7793,2.197218
NOP14,8863,2.197159
LOC730183,7323,2.197103
STK36,12884,2.196961
SENP5,11782,2.196353
TRIM3,13988,2.196218
ZNF431,15277,2.195973
RNASEH1,11164,2.194949
ZNF280B,15196,2.193913
FLAD1,4615,2.193364
KCNV1,6414,2.19223
DNAJB2,3485,2.191257
NAT6,8524,2.190918
RPAP2,11283,2.190613
PRR7,10435,2.190478
TRIM67,14012,2.190207
RPL26L1,11323,2.188681
DUSP16,3661,2.187777
NEUROD6,8707,2.186546
LOC148413,7228,2.186453
TTYH3,14194,2.185655
VPS53,14634,2.184688
FADS2,4191,2.184638
BORCS8,1341,2.184617
FLJ20021,4619,2.184342
DNASE1L1,3524,2.184307
KIF20A,6525,2.183951
PLXDC2,9998,2.18363
ELL,3892,2.183009
ZMIZ1,15082,2.180984
TRIM47,14000,2.179713
ACOT2,133,2.179235
ZCCHC4,14977,2.178327
TRPM2,14060,2.177636
PEX14,9662,2.177382
UPRT,14438,2.176973
PSMD11,10505,2.176655
ARAF,722,2.176044
MED14,7805,2.175352
PMF1,10012,2.175066
TAS2R20,13147,2.172797
CCNYL1,2048,2.171795
KXD1,6738,2.171421
PCDHGA3,9491,2.169541
SIPA1L3,11990,2.169432
CREBBP,2870,2.166915
AP5S1,663,2.166421
NPTX2,8925,2.166011
RBL1,10897,2.165887
PTPN9,10593,2.165403
CAPNS1,1803,2.164462
SRSF7,12762,2.164209
PRELID1,10318,2.161573
BDNF-AS,1248,2.161464
AKAP7,400,2.160549
WDR89,14749,2.159151
PRPS1,10413,2.158835
TTPAL,14188,2.158665
TFG,13346,2.157629
HNF1A-AS1,5738,2.157119
UFSP1,14385,2.157097
ABCG4,59,2.15661
GRIN2D,5314,2.15571
MYOD1,8433,2.155437
ADAMTS8,225,2.154939
STRADA,12906,2.154231
TMCO3,13516,2.153238
TRIO,14020,2.152837
GPR137,5218,2.152723
SKA2,12003,2.151348
SV2B,12998,2.151057
ZNF786,15535,2.148463
CCNF,2033,2.147788
IMMP1L,6066,2.146592
QPCTL,10673,2.145912
SLC24A1,12083,2.144247
ITGA5,6214,2.142704
EPM2A,4025,2.142448
TCHP,13260,2.142268
NUP62,9087,2.142019
MUL1,8348,2.141918
TRAM1L1,13939,2.141659
POLR1E,10094,2.141504
IFITM10,5954,2.141298
CYTH2,3129,2.141062
HBB,5480,2.140745
C8orf59,1666,2.14062
ZSWIM9,15623,2.140019
RCAN1,10950,2.139268
MAK16,7577,2.138849
CADM4,1744,2.138075
APOA1,690,2.138042
BCS1L,1243,2.138005
CEP72,2316,2.137813
CCDC96,2001,2.136677
TMEM41B,13692,2.13646
MRM3,8146,2.135932
C1orf109,1533,2.135635
UBE3A,14331,2.134799
TAS2R14,13145,2.134237
UBQLN2,14350,2.134067
SVIP,13002,2.130093
TEX44,13329,2.129765
STARD7,12847,2.129125
FGD5,4546,2.12804
UNC13A,14412,2.12767
VSIR,14646,2.126375
EFHD2,3784,2.123576
OPA3,9166,2.123541
IMPG1,6078,2.122055
LYRM4,7519,2.122036
SF3B2,11859,2.120394
LINC00597,6951,2.120355
ARHGEF4,799,2.118227
RSPO3,11464,2.117873
SPSB4,12695,2.117367
VAV2,14561,2.117212
API5,683,2.117106
GRIP1,5317,2.115806
ESM1,4089,2.115322
PPP3R1,10267,2.115256
HBQ1,5485,2.11463
ADRM1,301,2.114273
ABL2,85,2.114015
ARIH2,814,2.112601
PPP1R10,10212,2.111171
FSTL4,4748,2.110577
C5orf22,1628,2.110318
ESRRA,4095,2.109947
NCKAP5L,8567,2.108008
SCOC,11664,2.107962
AQP2,714,2.107847
BRD2,1353,2.106818
PIGU,9805,2.105987
ZFYVE27,15055,2.105703
KRT17,6668,2.10566
NFE2L1,8721,2.10543
SLC13A5,12032,2.104566
NFATC2IP,8718,2.104467
LINC01750,7037,2.103419
NAA15,8460,2.103223
CCL19,2011,2.102821
C7orf26,1653,2.10065
POLR2J4,10105,2.098463
ACPP,145,2.09845
FAM212B,4322,2.098241
KLRC2,6629,2.098097
SSUH2,12796,2.097823
PABPC1L2A,9327,2.097439
MTDH,8287,2.096475
AVPR2,1106,2.095887
NUDCD2,9044,2.095716
WDR41,14718,2.095562
WDFY3,14692,2.095437
CD9,2128,2.093644
ARV1,887,2.093259
TMEM135,13564,2.093109
SYNGAP1,13032,2.092446
IAPP,5900,2.090633
SELENON,11750,2.090365
TMEM223,13644,2.089378
ASTN2,945,2.089204
KRTAP10-10,6686,2.089061
MCC,7743,2.088202
TOMM70,13841,2.087734
CTTN,3019,2.086674
SLC35G5,12198,2.086051
PIGL,9797,2.085095
RPAP1,11282,2.084774
STK4-AS1,12889,2.084255
ATP6V0B,1047,2.084248
TCF7L1,13256,2.084094
ZNF780A,15528,2.083906
YWHAEP1,14887,2.083143
NIPAL2,8771,2.082876
ZNF623,15418,2.082874
PPP2R5B,10260,2.082231
SHANK2-AS3,11936,2.081525
TNRC18,13814,2.08044
SCAMP4,11616,2.080429
ZBTB14,14913,2.079641
WASHC3,14680,2.078721
SULF1,12959,2.077611
RPL34-AS1,11335,2.076547
DOLK,3566,2.076128
TUSC1,14229,2.075811
FURIN,4768,2.075512
CSNK2B,2953,2.07429
ATP8B2,1069,2.073732
AGK,338,2.07355
FIS1,4593,2.07353
C11orf24,1435,2.073415
MED29,7821,2.073028
LGALS8,6868,2.072948
BCL2L10,1222,2.072741
FSCN2,4742,2.072564
CARD6,1817,2.071628
KLHDC8A,6583,2.071477
ASH1L,919,2.070162
NDFIP2,8588,2.07013
GLIPR1,5049,2.069951
MYL7,8405,2.069922
UBALD1,14285,2.069563
ZDHHC6,15004,2.068954
USB1,14461,2.068217
POU3F1,10146,2.068212
PRKCSH,10359,2.065978
ZKSCAN2,15071,2.064737
TICAM1,13417,2.06313
AZIN1-AS1,1113,2.063092
ELAC2,3878,2.062954
SETX,11850,2.062861
IST1,6202,2.062506
MEX3B,7887,2.06034
PDIK1L,9597,2.060095
EXOC3L2,4136,2.059754
UROS,14460,2.057745
CDH10,2168,2.057502
SPRR2E,12683,2.057266
PSEN2,10474,2.056632
HS3ST3A1,5813,2.056527
PPP1R3C,10238,2.056406
TOMM22,13834,2.055548
BCO2,1237,2.054824
PCSK1,9528,2.054774
PRMT6,10380,2.054746
TWNK,14238,2.054566
CBLN1,1874,2.05405
HHIPL1,5591,2.053106
SLITRK5,12324,2.052076
C15orf59,1474,2.050895
EXO5,4130,2.049771
POMK,10126,2.049625
SMR3A,12414,2.048825
SIM2,11982,2.047938
SNX16,12502,2.047798
RFPL3,11032,2.047562
FOXA2,4679,2.045911
SEZ6,11851,2.045901
DHRS4L1,3369,2.045099
BARD1,1174,2.04321
RAI1,10792,2.042246
LSM11,7457,2.040272
LSG1,7454,2.040255
TBCC,13200,2.038699
INTS6-AS1,6130,2.038635
LRCH3,7357,2.037766
CDC42EP4,2154,2.037596
FAM131B,4237,2.037336
SLC9A1,12294,2.036955
FSTL5,4749,2.036845
DNM3,3537,2.036629
CEACAM21,2249,2.036181
N4BP1,8452,2.03611
FTSJ1,4757,2.035394
EMX2,3951,2.035244
EIF1,3822,2.035216
RRNAD1,11439,2.033857
FAM21EP,4333,2.033495
SUFU,12952,2.033453
LAMA4,6760,2.033431
TMSB15B,13755,2.033171
CAPS,1807,2.032676
ADNP,284,2.030028
FOXB1,4681,2.030026
PRO1804,10385,2.029993
PSD2,10471,2.029444
GPR146,5224,2.029013
PHGR1,9742,2.028183
SOX10,12558,2.027936
GRK3,5321,2.025875
B3GNT6,1130,2.024646
MYT1,8446,2.024456
GLT8D1,5071,2.02396
TECTA,13294,2.022496
CHST4,2461,2.021893
LINC00304,6931,2.02165
PPM1E,10198,2.021215
LOC103344931,7205,2.020938
TBC1D3P5,13191,2.020463
TSPAN4,14111,2.020358
ACTG1P4,167,2.02
MCM3,7756,2.019978
TMEM81,13724,2.018974
DAG1,3148,2.018427
XPO4,14830,2.018202
AMBRA1,488,2.01776
ARL8A,837,2.017602
DLG5,3434,2.016996
LOC101927420,7175,2.016935
TM7SF3,13498,2.016253
MTHFD2L,8303,2.016162
DUSP2,3664,2.015357
BANF1,1171,2.014186
MNAT1,8054,2.013861
CAMK1,1767,2.013255
PASK,9420,2.013128
ATP2C2,1021,2.012986
BBS1,1189,2.012774
ZFP1,15026,2.012362
MGC70870,7932,2.012234
UBIAD1,14338,2.011852
KCNJ8,6383,2.011585
ZNF766,15515,2.010718
ATG4B,980,2.01039
MIR22HG,7990,2.010091
MARS,7698,2.009084
DVL1,3679,2.007955
SRRM4,12751,2.007623
NAP1L6,8508,2.004293
TSTD1,14132,2.003666
SEMA5A,11771,2.00332
MATN4,7713,2.003109
ZCCHC3,14976,2.002713
MICAL2,7950,2.000755
ELMO2,3896,2.00024
MED15,7807,1.999671
INSM1,6115,1.999554
SVEP1,13001,1.997898
C3orf80,1618,1.996787
ANKRD34A,579,1.996412
ZFY,15049,1.995226
TBC1D27P,13184,1.995215
MTMR4,8316,1.994498
DSCAML1,3626,1.992928
LRP8,7380,1.991397
HIRA,5617,1.991237
NUTF2,9096,1.990452
NEDD8,8664,1.989776
SLC9A3R1,12296,1.989688
TCTN3,13277,1.989345
ZNF785,15534,1.988321
PYGO2,10663,1.984679
B4GALT4,1140,1.982974
LLPH,7076,1.982918
ATRNL1,1080,1.981641
LOC652276,7300,1.981447
ARRDC4,875,1.981047
RBM26-AS1,10914,1.980887
ZCCHC7,14979,1.9808
TMEM219,13641,1.98077
FAM76B,4377,1.980323
FAM181B,4285,1.979177
KRTAP1-3,6684,1.979043
LDHC,6840,1.977752
WFDC10B,14760,1.977271
KIAA0895,6483,1.976837
COL8A2,2726,1.976625
PHLPP2,9755,1.97549
KLF3,6570,1.975099
CCL24,2015,1.975098
ZFAT,15020,1.973873
EMSY,3949,1.972773
SPRY3,12687,1.972658
SNX30,12516,1.971685
LIMD2,6905,1.971061
NCSTN,8583,1.970123
FGD2,4543,1.96905
BIN3,1286,1.96857
MAP1A,7609,1.96758
LINC00937,6979,1.966695
TMTC4,13761,1.96623
PLEKHM3,9957,1.965683
TLNRD1,13478,1.965056
PTPN18,10584,1.964416
ACTN4,175,1.963828
LCA10,6807,1.963237
CCNT1,2045,1.962981
ZNF710,15481,1.962795
PLGRKT,9962,1.962508
LDLRAD4,6843,1.961743
TSG101,14087,1.961441
ZNF423,15270,1.960589
PTPRCAP,10597,1.959507
ADAD2,199,1.958203
KNSTRN,6644,1.958108
PHF24,9736,1.957628
FAM122C,4230,1.957526
ZNF76,15511,1.957381
PARD3B,9392,1.957331
TMEM214,13636,1.957309
DOCK9-AS2,3558,1.955654
UBE2MP1,14316,1.954776
MIF4GD,7970,1.952754
C11orf58,1439,1.952352
PRB3,10296,1.952041
MORF4L2,8085,1.951861
NR2C2AP,8942,1.950857
HDGFL1,5521,1.949964
MTA1,8279,1.949819
LEFTY1,6849,1.949466
CGREF1,2372,1.949368
ORMDL3,9246,1.948978
MAN1A2,7591,1.947718
PCED1A,9499,1.947698
KCNQ2,6406,1.947205
PHACTR1,9714,1.94639
LINC00938,6980,1.945852
PRKCA,10350,1.945768
KDM4D,6450,1.945582
NEUROG1,8708,1.94452
SIRT7,11999,1.943945
TMEM64,13713,1.942994
GHRLOS,5002,1.94289
KCNMB4,6398,1.942419
COL21A1,2705,1.94233
SAYSD1,11596,1.942182
KRBA1,6655,1.941246
CDH8,2185,1.941165
PTP4A1,10573,1.940264
C1orf50,1554,1.940113
BCL7A,1230,1.939389
ZNF516,15330,1.939087
ZACN,14896,1.938529
CENPJ,2276,1.937665
PSMB8,10494,1.937458
PAX4,9427,1.937014
ZNF284,15201,1.93631
NEU4,8699,1.936201
MMADHC,8042,1.935894
KRTAP3-2,6713,1.935017
CABIN1,1703,1.934842
LRRC40,7408,1.933236
NPW,8927,1.932976
CCNG2,2035,1.932059
CFAP73,2353,1.931403
E2F6,3712,1.93093
GPR85,5264,1.930318
C8orf37,1662,1.929439
LAMTOR3,6774,1.929382
PLA1A,9882,1.928846
HMGCLL1,5719,1.928547
RNF41,11240,1.927646
ZDHHC5,15003,1.927505
VAMP4,14544,1.926924
PRKAB1,10339,1.925902
NOVA1,8884,1.925723
PIGV,9806,1.925012
CNPY2,2654,1.9243
FOSL2,4678,1.92278
ADARB2-AS1,236,1.921521
NPIPB15,8908,1.920163
ST6GAL1,12812,1.919441
GTF2IP20,5384,1.9194
VAPB,14551,1.919118
CCNL1,2041,1.918148
MEN1,7850,1.917303
YOD1,14873,1.917216
TYMSOS,14262,1.917128
LOC643201,7287,1.916571
ZNF174,15128,1.915492
NFIX,8728,1.915414
NFAT5,8716,1.915372
OGG1,9146,1.915312
WDR33,14711,1.915303
RABEP2,10755,1.913759
KLF11,6563,1.913227
CCT6A,2064,1.913191
GSK3B,5347,1.912704
DOK5,3563,1.912342
PCAT19,9447,1.91232
IQSEC2,6165,1.911017
PGAM1,9688,1.909127
C1orf122,1536,1.909121
RAI2,10794,1.909095
IRF2BP1,6174,1.908605
JMJD8,6285,1.907364
CENPT,2284,1.90676
FKBP4,4606,1.906352
TLE4,13470,1.905737
MSMP,8256,1.905426
LOC105373876,7211,1.905372
ZNF846,15568,1.904958
KRTAP10-9,6694,1.904452
PTPN22,10588,1.904296
TFAM,13333,1.9041
B3GALNT1,1116,1.904061
STAG1,12829,1.903943
CABLES1,1704,1.903897
CLPSL1,2581,1.903113
C14orf93,1470,1.902576
FBXW2,4502,1.901289
GSAP,5341,1.90119
CSTF2T,2968,1.901126
IVNS1ABP,6253,1.899165
TKFC,13461,1.899114
DDB2,3234,1.898739
DYNLL2,3693,1.898534
ADA,197,1.897635
BASP1,1176,1.896573
MOB3A,8064,1.895526
LSMEM1,7468,1.894951
BCKDHA,1213,1.894227
CHST8,2465,1.891842
DEPDC5,3319,1.891211
GPATCH8,5185,1.890884
RBM19,10908,1.890494
NDUFB5,8632,1.890175
PIP4P1,9840,1.88977
LOC100049716,7104,1.889191
ZNF213,15148,1.889189
FAM104A,4206,1.888928
MCTS1,7773,1.888911
KCNS2,6410,1.887292
ZNF729,15496,1.887277
ANKRD11,549,1.886691
ZNF843,15565,1.886225
SNAI3-AS1,12427,1.886147
TSSC4,14129,1.885698
ACKR1,124,1.885539
RAD54L2,10785,1.88547
PCDHB17P,9481,1.884807
SLC17A4,12048,1.884781
TMEM132D,13561,1.88455
CABLES2,1705,1.883516
HRC,5803,1.88298
HTRA2,5883,1.882242
CNOT3,2644,1.882239
ANAPC15,519,1.880549
LINC01554,7026,1.879966
SOWAHB,12554,1.879867
LINC00667,6963,1.879743
SLC7A8,12289,1.879454
PUF60,10624,1.879389
ZXDB,15628,1.878282
SCAMP1-AS1,11613,1.878033
PTGS2,10563,1.877821
BCL2L1,1221,1.876364
ERI3,4065,1.875988
MRPL28,8172,1.875614
HNRNPH1,5753,1.875364
JAKMIP2,6267,1.874965
WDR36,14714,1.87434
ENTPD4,3985,1.873727
PRRC2C,10439,1.873672
FAM189A1,4293,1.873658
HENMT1,5552,1.873297
TMEFF2,13528,1.873243
TRMO,14030,1.87265
BCAN,1199,1.87235
NAA11,8459,1.872148
AAMP,15,1.871324
VSTM1,14648,1.870798
C22orf39,1577,1.869682
GKN1,5036,1.869465
GNL3,5126,1.868606
DEGS2,3300,1.867994
AK4,386,1.866152
SRGAP2B,12728,1.866098
MAGEF1,7565,1.865344
SNX22,12509,1.863211
ABCC5,46,1.862972
EVI5L,4122,1.85987
